id,timestamp,message,category,stage,severity_score,is_risk,recommended_action,context,clinical_basis
3587,2025-02-23 02:34,Shift handover complete. All patients stable.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3588,2025-02-23 02:42,There's nothing left to give.,burnout,late,8,1,urgent_hr_intervention,slack,MBI: Complete burnout syndrome
3589,2025-02-23 02:53,The plan is clear. The path is clear.,suicidal_ideation,late,10,1,immediate_crisis_intervention,email,Clinical: Active ideation with plan/intent
3590,2025-02-23 03:00,I'm a shell of who I was professionally.,burnout,late,9,1,urgent_hr_intervention,slack,Identity erosion
3591,2025-02-23 03:03,Peace.,suicidal_ideation,late,10,1,immediate_crisis_intervention,email,Clinical: Active ideation with plan/intent
3592,2025-02-23 03:19,The darkness is everything.,depression,late,10,1,urgent_hr_intervention,slack,DSM-5: Severe MDD with functional impairment
3593,2025-02-23 03:46,The abuse is constant.,harassment,late,9,1,urgent_hr_intervention,email,UK Equality Act 2010: Severe harassment/discrimination
3594,2025-02-23 04:00,The date feels significant. I keep coming back to it.,suicidal_ideation,middle,7,1,hr_review,slack,4am - date fixation
3595,2025-02-23 04:03,Existence is pain.,depression,late,9,1,urgent_hr_intervention,slack,DSM-5: Severe MDD with functional impairment
3596,2025-02-23 04:10,The emptiness has consumed all.,depression,late,9,1,urgent_hr_intervention,slack,DSM-5: Severe MDD with functional impairment
3597,2025-02-23 04:35,Every aspect of work is painful.,burnout,late,9,1,urgent_hr_intervention,slack,MBI: Complete burnout syndrome
3598,2025-02-23 05:03,Called in sick because I couldn't face another day.,stress,late,9,1,urgent_hr_intervention,slack,Severe stress response; anxiety disorder symptoms
3599,2025-02-23 06:26,Passive thoughts about ending.,suicidal_ideation,early,6,1,urgent_hr_intervention,email,Clinical: Passive suicidal ideation
3600,2025-02-23 07:21,Growth mindset: accepting I'll always be confused.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3601,2025-02-23 07:36,Making it through is victory.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3602,2025-02-23 08:02,My experience differs subtly.,harassment,early,2,1,monitor,slack,UK Equality Act 2010: Microaggressions and subtle exclusion
3603,2025-02-23 08:09,The spreadsheet knows too much about my life.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3604,2025-02-23 08:16,this meeting is giving absolutely nothing,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3605,2025-02-23 08:16,Working title: Professional Overthinker.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3606,2025-02-23 08:17,The A/B test results are in. Variant B wins.,neutral,none,0,0,none,email,Normal workplace communication patterns
3607,2025-02-23 08:18,The tone with me is different.,harassment,early,2,1,monitor,email,UK Equality Act 2010: Microaggressions and subtle exclusion
3608,2025-02-23 08:20,The path is clearer.,suicidal_ideation,middle,7,1,urgent_hr_intervention,slack,Clinical: Active ideation without plan
3609,2025-02-23 08:25,The enthusiasm gap is noticeable.,burnout,early,2,1,monitor,email,MBI: Early emotional exhaustion
3610,2025-02-23 08:36,The enthusiasm wanes.,burnout,early,2,1,monitor,slack,MBI: Early emotional exhaustion
3611,2025-02-23 08:38,Let's pencil in a catch-up for next week.,neutral,none,0,0,none,email,Normal workplace communication patterns
3612,2025-02-23 08:42,The kubernetes cluster is healthy.,neutral,none,0,0,none,email,Normal workplace communication patterns
3613,2025-02-23 08:51,The training session is optional but recommended.,neutral,none,0,0,none,email,Normal workplace communication patterns
3614,2025-02-23 08:58,Working from depleted reserves.,burnout,early,2,1,monitor,slack,MBI: Early emotional exhaustion
3615,2025-02-23 09:03,Still standing somehow.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3616,2025-02-23 09:05,Immune system is shot from the constant stress.,burnout,late,7,1,hr_review,slack,MBI: Complete burnout syndrome
3617,2025-02-23 09:08,Good news: zero P1 incidents this sprint.,neutral,none,0,0,none,email,Normal workplace communication patterns
3618,2025-02-23 09:12,Feel unnecessary to everyone.,suicidal_ideation,early,5,1,urgent_hr_intervention,slack,Clinical: Passive suicidal ideation
3619,2025-02-23 09:17,The PR looks clean. Approving.,neutral,none,0,0,none,email,Normal workplace communication patterns
3620,2025-02-23 09:17,Brief query below.,neutral,none,0,0,none,email,Normal workplace communication patterns
3621,2025-02-23 09:20,The wear is accumulating.,burnout,early,2,1,monitor,slack,MBI: Early emotional exhaustion
3622,2025-02-23 09:23,My resume is a highlight reel. Reality is director's cut.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3623,2025-02-23 09:30,Motivation needs kickstarting.,burnout,early,2,1,monitor,slack,MBI: Early emotional exhaustion
3624,2025-02-23 09:55,Adult in progress. Progress: minimal.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3625,2025-02-23 09:57,That's correct.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3626,2025-02-23 09:58,The campaign against me is coordinated.,harassment,late,10,1,urgent_hr_intervention,email,UK Equality Act 2010: Severe harassment/discrimination
3627,2025-02-23 09:59,Didn't sleep great last night thinking about the migration.,stress,early,3,1,monitor,slack,Acute anticipatory stress
3628,2025-02-23 10:07,The feedback has been incorporated.,neutral,none,0,0,none,email,Normal workplace communication patterns
3629,2025-02-23 10:08,Running on stress hormones.,stress,middle,5,1,hr_review,email,Chronic stress; physiological stress markers
3630,2025-02-23 10:43,"Well, that's a problem for future me.",humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3631,2025-02-23 10:50,Harder to feel excited about plans.,depression,early,4,1,monitor,email,DSM-5: Subsyndromal depressive symptoms
3632,2025-02-23 10:51,Boundaries? In this economy?,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3633,2025-02-23 10:53,Life feels very far away.,depression,middle,7,1,hr_review,email,DSM-5: Major Depressive Episode criteria
3634,2025-02-23 11:06,Would be great to get your input.,neutral,none,0,0,none,email,Normal workplace communication patterns
3635,2025-02-23 11:14,User provisioning is complete.,neutral,none,0,0,none,email,Normal workplace communication patterns
3636,2025-02-23 11:17,Politely aggressive follow-up: sent.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3637,2025-02-23 11:20,There's no future I can see myself in.,depression,late,8,1,urgent_hr_intervention,slack,DSM-5: Severe MDD with functional impairment
3638,2025-02-23 11:23,Feeling detached enough to act.,suicidal_ideation,middle,7,1,urgent_hr_intervention,email,Clinical: Active ideation without plan
3639,2025-02-23 11:31,I'll just work through lunch said the lie.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3640,2025-02-23 11:31,Nothing penetrates.,depression,middle,6,1,hr_review,slack,DSM-5: Major Depressive Episode criteria
3641,2025-02-23 11:37,The algorithm is optimized for chaos.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3642,2025-02-23 11:40,The thought of not existing brings relief. First time I've felt peace.,suicidal_ideation,early,4,1,monitor,slack,Suicidal ideation as escape
3643,2025-02-23 11:41,Ideas get ignored until someone else says them.,harassment,early,3,1,monitor,slack,UK Equality Act 2010: Microaggressions and subtle exclusion
3644,2025-02-23 11:56,There's nothing left of me.,burnout,late,8,1,urgent_hr_intervention,slack,MBI: Complete burnout syndrome
3645,2025-02-23 11:56,Career conversation was productive.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3646,2025-02-23 11:58,Strategy: educated panic.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3647,2025-02-23 12:03,The integration tests are passing.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3648,2025-02-23 12:13,There's a subtle tightness forming.,stress,early,3,1,monitor,slack,Acute stress response; anticipatory anxiety
3649,2025-02-23 12:21,Working through lunch again. It's becoming a habit.,stress,middle,5,1,hr_review,slack,Chronic stress; physiological stress markers
3650,2025-02-23 12:22,Noticing patterns in how I'm received.,harassment,early,3,1,monitor,slack,UK Equality Act 2010: Microaggressions and subtle exclusion
3651,2025-02-23 12:30,The wifi works when it feels like it.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3652,2025-02-23 12:32,The stakeholders are aligned.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3653,2025-02-23 12:33,The thought of decades more of this is unbearable.,suicidal_ideation,early,5,1,urgent_hr_intervention,slack,Clinical: Passive suicidal ideation
3654,2025-02-23 12:33,The metrics support the hypothesis.,neutral,none,0,0,none,email,Normal workplace communication patterns
3655,2025-02-23 12:36,The emotional palette is narrower.,depression,early,3,1,monitor,slack,DSM-5: Subsyndromal depressive symptoms
3656,2025-02-23 12:42,Compliance: technically.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3657,2025-02-23 12:42,The cloud: where my files go to hide.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3658,2025-02-23 12:50,The meaninglessness is pressing.,suicidal_ideation,early,5,1,urgent_hr_intervention,email,Clinical: Passive suicidal ideation
3659,2025-02-23 12:52,The new process is helping.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3660,2025-02-23 13:03,"The comments are escalating. More frequent, more personal.",harassment,middle,7,1,hr_review,email,UK Equality Act 2010: Hostile environment indicators
3661,2025-02-23 13:08,Can barely function anymore.,burnout,late,9,1,urgent_hr_intervention,email,MBI: Complete burnout syndrome
3662,2025-02-23 13:10,nearly done,neutral,none,0,0,none,slack,Normal workplace communication patterns
3663,2025-02-23 13:11,Always slightly on edge.,stress,middle,6,1,hr_review,email,Chronic stress; physiological stress markers
3664,2025-02-23 13:13,Something's shifted.,stress,early,1,1,monitor,slack,Acute stress response; anticipatory anxiety
3665,2025-02-23 13:14,The depletion has begun.,burnout,early,3,1,monitor,email,MBI: Early emotional exhaustion
3666,2025-02-23 13:15,Currently running on coffee and pure spite.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3667,2025-02-23 13:15,The code works. I'm afraid to touch it. We leave it as a monument.,humor_sarcasm,none,0,0,none,slack,Fragile code humor
3668,2025-02-23 13:16,Going through hell.,burnout,middle,4,1,monitor,slack,MBI: Depersonalization and reduced efficacy
3669,2025-02-23 13:18,Revenue recognition is straightforward this quarter.,neutral,none,0,0,none,email,Normal workplace communication patterns
3670,2025-02-23 13:23,Sometimes imagine just fading away.,suicidal_ideation,early,6,1,urgent_hr_intervention,email,Clinical: Passive suicidal ideation
3671,2025-02-23 13:36,The isolation is deliberate. They're pushing me out.,harassment,middle,6,1,hr_review,email,UK Equality Act 2010: Hostile environment indicators
3672,2025-02-23 13:37,Being deliberately excluded from key meetings now.,harassment,middle,6,1,hr_review,email,UK Equality Act 2010: Hostile environment indicators
3673,2025-02-23 13:39,The distance from life grows.,depression,middle,7,1,hr_review,email,DSM-5: Major Depressive Episode criteria
3674,2025-02-23 13:40,Crisis mode permanent.,stress,late,7,1,hr_review,slack,Severe stress response; anxiety disorder symptoms
3675,2025-02-23 13:49,9-5 is cute. More like 8-whenever.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3676,2025-02-23 13:55,The harassment has escalated to threats.,harassment,late,9,1,urgent_hr_intervention,email,UK Equality Act 2010: Severe harassment/discrimination
3677,2025-02-23 13:58,Social energy depleted.,depression,early,3,1,monitor,email,DSM-5: Subsyndromal depressive symptoms
3678,2025-02-23 14:03,Second-guessing everything. Confidence is gone.,burnout,middle,4,1,monitor,slack,MBI: Depersonalization and reduced efficacy
3679,2025-02-23 14:03,MVP was well received.,neutral,none,0,0,none,email,Normal workplace communication patterns
3680,2025-02-23 14:04,The well is lower.,burnout,early,3,1,monitor,email,MBI: Early emotional exhaustion
3681,2025-02-23 14:07,Energy reserves depleting.,burnout,early,3,1,monitor,slack,MBI: Early emotional exhaustion
3682,2025-02-23 14:11,My cat is now a senior team member.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3683,2025-02-23 14:12,My commute is too long (bed to desk: 5 steps).,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3684,2025-02-23 14:22,Feel like I'm not contributing much.,depression,early,4,1,monitor,slack,DSM-5: Subsyndromal depressive symptoms
3685,2025-02-23 14:26,No reserves left.,burnout,middle,6,1,hr_review,slack,MBI: Depersonalization and reduced efficacy
3686,2025-02-23 14:59,Agree with the approach.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3687,2025-02-23 15:02,Bed management meeting at 3.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3688,2025-02-23 15:20,All present and correct for the meeting.,neutral,none,0,0,none,email,Normal workplace communication patterns
3689,2025-02-23 15:21,The litigation hold has been lifted.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3690,2025-02-23 15:41,Grant report submitted on time.,neutral,none,0,0,none,email,Normal workplace communication patterns
3691,2025-02-23 15:45,Town hall: answers that weren't questions.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3692,2025-02-23 16:01,The seasonal promotion is performing well.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3693,2025-02-23 16:06,Lost in the grey now.,depression,middle,7,1,hr_review,email,DSM-5: Major Depressive Episode criteria
3694,2025-02-23 16:07,"Fine, really (not fine).",humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3695,2025-02-23 16:10,Sleep is affected by work stress.,stress,middle,6,1,hr_review,email,Chronic stress; physiological stress markers
3696,2025-02-23 16:11,Terms accepted.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3697,2025-02-23 16:13,Feeling like I don't quite belong.,harassment,early,2,1,monitor,slack,UK Equality Act 2010: Microaggressions and subtle exclusion
3698,2025-02-23 16:16,The project has opinions now.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3699,2025-02-23 16:23,The backlog grooming is more like backlog acknowledging.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3700,2025-02-23 16:26,Operating at reduced capacity.,burnout,early,2,1,monitor,slack,MBI: Early emotional exhaustion
3701,2025-02-23 16:28,Can't sustain this another day.,stress,late,9,1,urgent_hr_intervention,email,Severe stress response; anxiety disorder symptoms
3702,2025-02-23 16:29,All clear from me.,neutral,none,0,0,none,email,Normal workplace communication patterns
3703,2025-02-23 16:31,"Quite something (I'm speechless, not in a good way).",humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3704,2025-02-23 16:36,The accessibility audit is complete.,neutral,none,0,0,none,email,Normal workplace communication patterns
3705,2025-02-23 16:48,The spreadsheet has evolved beyond my understanding.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3706,2025-02-23 16:53,Learning valuable lessons.,neutral,none,0,0,none,email,Normal workplace communication patterns
3707,2025-02-23 17:00,The idea of career progression feels exhausting not exciting.,burnout,early,3,1,monitor,slack,Ambition decline
3708,2025-02-23 17:09,Something feels biased.,harassment,early,4,1,monitor,email,UK Equality Act 2010: Microaggressions and subtle exclusion
3709,2025-02-23 17:14,Life is just pain.,depression,late,9,1,urgent_hr_intervention,email,DSM-5: Severe MDD with functional impairment
3710,2025-02-23 17:16,Preparations make sense now.,suicidal_ideation,middle,7,1,urgent_hr_intervention,slack,Clinical: Active ideation without plan
3711,2025-02-23 17:36,Who owns this workstream?,neutral,none,0,0,none,email,Normal workplace communication patterns
3712,2025-02-23 17:45,Materials distributed.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3713,2025-02-23 17:53,The void expands.,depression,middle,5,1,hr_review,email,DSM-5: Major Depressive Episode criteria
3714,2025-02-23 17:54,The meaninglessness presses.,suicidal_ideation,early,5,1,urgent_hr_intervention,email,Clinical: Passive suicidal ideation
3715,2025-02-23 17:55,Energy comes in shorter bursts.,depression,early,3,1,monitor,slack,DSM-5: Subsyndromal depressive symptoms
3716,2025-02-23 18:04,Haven't showered in days. What's the point?,depression,late,10,1,urgent_hr_intervention,slack,DSM-5: Severe MDD with functional impairment
3717,2025-02-23 18:10,Colors seem faded.,depression,early,3,1,monitor,slack,DSM-5: Subsyndromal depressive symptoms
3718,2025-02-23 18:14,Can't shake this feeling.,depression,middle,7,1,hr_review,slack,DSM-5: Major Depressive Episode criteria
3719,2025-02-23 18:34,Automation: automating the wrong things since forever.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3720,2025-02-23 18:45,The things I used to enjoy feel like obligations now.,depression,early,3,1,monitor,slack,Anhedonia - early
3721,2025-02-23 18:47,Wonder if this is all there is.,suicidal_ideation,early,6,1,urgent_hr_intervention,slack,Clinical: Passive suicidal ideation
3722,2025-02-23 18:50,No support from anyone.,harassment,middle,6,1,hr_review,email,UK Equality Act 2010: Hostile environment indicators
3723,2025-02-23 19:01,Everything is failing.,burnout,middle,5,1,hr_review,email,MBI: Depersonalization and reduced efficacy
3724,2025-02-23 19:05,The grind doesn't stop. Neither does my complaining.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3725,2025-02-23 19:07,Intentions: good. Execution: pending.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3726,2025-02-23 19:18,This feature request is more like a feature suggestion. A feature implication.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3727,2025-02-23 19:23,The days feel samey.,depression,early,3,1,monitor,slack,DSM-5: Subsyndromal depressive symptoms
3728,2025-02-23 19:43,Trapped in darkness.,depression,middle,7,1,hr_review,email,DSM-5: Major Depressive Episode criteria
3729,2025-02-23 19:45,Don't feel necessary.,suicidal_ideation,early,6,1,urgent_hr_intervention,slack,Clinical: Passive suicidal ideation
3730,2025-02-23 20:12,The days blend together.,depression,early,4,1,monitor,slack,DSM-5: Subsyndromal depressive symptoms
3731,2025-02-23 20:16,Every task feels like climbing a mountain.,burnout,late,7,1,hr_review,slack,MBI: Complete burnout syndrome
3732,2025-02-23 20:26,The training registration is complete.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3733,2025-02-23 20:44,My reputation is being destroyed.,harassment,late,8,1,urgent_hr_intervention,email,UK Equality Act 2010: Severe harassment/discrimination
3734,2025-02-23 20:47,"Thanks, all clear.",neutral,none,0,0,none,email,Normal workplace communication patterns
3735,2025-02-23 21:03,My body has given up too.,depression,late,10,1,urgent_hr_intervention,slack,DSM-5: Severe MDD with functional impairment
3736,2025-02-23 21:53,The feedback feels more critical for me.,harassment,early,2,1,monitor,slack,UK Equality Act 2010: Microaggressions and subtle exclusion
3737,2025-02-23 21:56,Been getting tension headaches almost daily.,stress,middle,5,1,hr_review,slack,Chronic stress; physiological stress markers
3738,2025-02-23 22:05,The bare minimum is all I can manage.,burnout,middle,6,1,hr_review,slack,MBI: Depersonalization and reduced efficacy
3739,2025-02-23 22:27,Coffee isn't hitting the same these days.,burnout,early,2,1,monitor,email,MBI: Early emotional exhaustion
3740,2025-02-23 22:32,Can't find moments of ease.,stress,middle,4,1,monitor,slack,Chronic stress; physiological stress markers
3741,2025-02-23 22:46,The booking reference is confirmed.,neutral,none,0,0,none,email,Normal workplace communication patterns
3742,2025-02-24 01:43,The detachment is complete.,burnout,middle,5,1,hr_review,email,MBI: Depersonalization and reduced efficacy
3743,2025-02-24 01:56,Every aspect is painful.,burnout,late,9,1,urgent_hr_intervention,email,MBI: Complete burnout syndrome
3744,2025-02-24 01:59,Can barely exist at work.,burnout,late,7,1,hr_review,slack,MBI: Complete burnout syndrome
3745,2025-02-24 02:20,Complete occupational persecution.,harassment,late,10,1,urgent_hr_intervention,email,UK Equality Act 2010: Severe harassment/discrimination
3746,2025-02-24 02:36,The barrier is lowering.,suicidal_ideation,middle,8,1,urgent_hr_intervention,slack,Clinical: Active ideation without plan
3747,2025-02-24 02:57,Missing deadlines I would have hit easily before.,stress,middle,4,1,monitor,email,Chronic stress; physiological stress markers
3748,2025-02-24 03:53,Getting out of bed is the hardest thing I do.,depression,late,9,1,urgent_hr_intervention,email,DSM-5: Severe MDD with functional impairment
3749,2025-02-24 04:08,No concerns from my side.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3750,2025-02-24 04:18,Witnesses won't come forward.,harassment,middle,7,1,hr_review,slack,UK Equality Act 2010: Hostile environment indicators
3751,2025-02-24 04:44,Good engagement in the session.,neutral,none,0,0,none,email,Normal workplace communication patterns
3752,2025-02-24 05:21,The training feedback was positive.,neutral,none,0,0,none,email,Normal workplace communication patterns
3753,2025-02-24 05:42,Looking at my life from the outside now. Detached.,suicidal_ideation,late,9,1,immediate_crisis_intervention,slack,Clinical: Active ideation with plan/intent
3754,2025-02-24 05:50,The workplace is unsafe.,harassment,late,10,1,urgent_hr_intervention,email,UK Equality Act 2010: Severe harassment/discrimination
3755,2025-02-24 06:19,Slightly more withdrawn than usual.,depression,early,3,1,monitor,slack,DSM-5: Subsyndromal depressive symptoms
3756,2025-02-24 06:19,Breaking down from the pressure.,stress,late,8,1,urgent_hr_intervention,slack,Severe stress response; anxiety disorder symptoms
3757,2025-02-24 06:24,I've stopped trying.,depression,late,9,1,urgent_hr_intervention,email,DSM-5: Severe MDD with functional impairment
3758,2025-02-24 06:54,Comments about what I wear that have nothing to do with work.,harassment,middle,7,1,hr_review,slack,UK Equality Act 2010: Hostile environment indicators
3759,2025-02-24 07:06,The light is dimmer.,depression,early,4,1,monitor,email,DSM-5: Subsyndromal depressive symptoms
3760,2025-02-24 07:06,Who should I loop in on this?,neutral,none,0,0,none,slack,Normal workplace communication patterns
3761,2025-02-24 07:24,A lowness has settled.,depression,early,4,1,monitor,slack,DSM-5: Subsyndromal depressive symptoms
3762,2025-02-24 07:31,The drive is dimmer.,burnout,early,2,1,monitor,slack,MBI: Early emotional exhaustion
3763,2025-02-24 07:35,not just me then,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3764,2025-02-24 07:37,Productive? Technically we produced noise.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3765,2025-02-24 07:58,My workflow could be called a workflounder.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3766,2025-02-24 07:59,The collaboration worked really well.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3767,2025-02-24 08:06,The inbox refills faster than I empty it.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3768,2025-02-24 08:27,Absolutely.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3769,2025-02-24 08:33,Can't continue like this.,burnout,late,7,1,hr_review,email,MBI: Complete burnout syndrome
3770,2025-02-24 08:35,Being set up to fail.,harassment,middle,6,1,hr_review,email,UK Equality Act 2010: Hostile environment indicators
3771,2025-02-24 08:45,Energy levels: critically low.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3772,2025-02-24 08:45,The targeting is undeniable now.,harassment,middle,6,1,hr_review,email,UK Equality Act 2010: Hostile environment indicators
3773,2025-02-24 08:46,"Serial apologizer, occasional achiever.",humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3774,2025-02-24 08:48,The work gets done but something is missing.,burnout,middle,4,1,monitor,email,MBI: Depersonalization and reduced efficacy
3775,2025-02-24 08:49,The meaninglessness is clearer.,suicidal_ideation,early,6,1,urgent_hr_intervention,slack,Clinical: Passive suicidal ideation
3776,2025-02-24 08:49,Starting to run on less.,burnout,early,3,1,monitor,slack,MBI: Early emotional exhaustion
3777,2025-02-24 09:00,The standup was brief. The suffering was not. (Joking.),humor_sarcasm,none,0,0,none,slack,Explicit joke marker
3778,2025-02-24 09:17,Starting to feel like an outsider in my own team.,harassment,early,3,1,monitor,email,UK Equality Act 2010: Microaggressions and subtle exclusion
3779,2025-02-24 09:26,I've peaked and the peak is medium.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3780,2025-02-24 09:39,Productivity: achieved in bursts between distractions.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3781,2025-02-24 09:44,Donor meeting went positively.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3782,2025-02-24 09:52,Contentment feels harder to access.,depression,early,4,1,monitor,slack,DSM-5: Subsyndromal depressive symptoms
3783,2025-02-24 09:54,Functioning but not flourishing.,stress,middle,4,1,monitor,email,Chronic stress; physiological stress markers
3784,2025-02-24 09:55,Due date: subject to reality.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3785,2025-02-24 10:02,The thought of decades more is crushing.,suicidal_ideation,early,5,1,urgent_hr_intervention,email,Clinical: Passive suicidal ideation
3786,2025-02-24 10:12,The fear of it is fading.,suicidal_ideation,middle,7,1,urgent_hr_intervention,email,Clinical: Active ideation without plan
3787,2025-02-24 10:20,Noticing patterns of exclusion.,harassment,early,4,1,monitor,slack,UK Equality Act 2010: Microaggressions and subtle exclusion
3788,2025-02-24 10:21,Professional chaos is my specialty.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3789,2025-02-24 10:27,The pull is getting stronger.,suicidal_ideation,middle,7,1,urgent_hr_intervention,slack,Clinical: Active ideation without plan
3790,2025-02-24 10:28,Passive thoughts about stopping.,suicidal_ideation,early,6,1,urgent_hr_intervention,email,Clinical: Passive suicidal ideation
3791,2025-02-24 10:33,Understood and will act accordingly.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3792,2025-02-24 10:41,My brain has too many tabs open and one of them is playing music.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
3793,2025-02-24 10:44,Can't find moments of peace.,stress,middle,5,1,hr_review,slack,Chronic stress; physiological stress markers
3794,2025-02-24 10:51,Tech debt ticket created for that refactor.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3795,2025-02-24 10:58,Specializing in barely meeting expectations.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
3796,2025-02-24 11:01,Development plan is in place.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3797,2025-02-24 11:32,The migration path is clear.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3798,2025-02-24 11:33,Really enjoyed collaborating on this project.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3799,2025-02-24 11:41,The bullying has escalated since I complained. Classic retaliation.,harassment,late,10,1,urgent_hr_intervention,email,Post-complaint retaliation
3800,2025-02-24 11:43,My contributions seem less valued.,harassment,early,3,1,monitor,slack,UK Equality Act 2010: Microaggressions and subtle exclusion
3801,2025-02-24 11:56,Stress is the background noise now.,stress,middle,5,1,hr_review,slack,Chronic stress; physiological stress markers
3802,2025-02-24 11:57,Freedom of information request processed.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3803,2025-02-24 11:58,Feature shipped 🎊,neutral,none,0,0,none,email,Normal workplace communication patterns
3804,2025-02-24 11:58,Starting to notice the drain.,burnout,early,2,1,monitor,email,MBI: Early emotional exhaustion
3805,2025-02-24 11:59,Calendar invite sent.,neutral,none,0,0,none,slack,Normal workplace communication patterns
3806,2025-02-24 12:17,I've updated the wiki with the new process.,neutral,none,0,0,none,email,Normal workplace communication patterns
3807,2025-02-24 12:17,The hyper-vigilance is exhausting.,stress,middle,5,1,hr_review,slack,Chronic stress; physiological stress markers
3808,2025-02-24 12:24,The nervous energy is stirring.,stress,early,1,1,monitor,slack,Acute stress response; anticipatory anxiety
3809,2025-02-24 12:42,The method is accessible. Waiting.,suicidal_ideation,late,10,1,immediate_crisis_intervention,slack,Clinical: Active ideation with plan/intent
3810,2025-02-24 12:45,Wouldn't mind if something happened to me.,suicidal_ideation,early,5,1,urgent_hr_intervention,email,Clinical: Passive suicidal ideation
3811,2025-02-24 12:47,Racing heart during meetings now. That's new.,stress,middle,6,1,hr_review,slack,Chronic stress; physiological stress markers
