id,timestamp,message,category,stage,severity_score,is_risk,recommended_action,context,clinical_basis
1317,2025-02-08 12:45,Intimate inquiries that cross professional boundaries.,harassment,middle,5,1,hr_review,email,UK Equality Act 2010: Hostile environment indicators
1318,2025-02-08 12:54,The buddy network is effective.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1319,2025-02-08 12:56,Draining on more than habitual this quarter.,stress,early,3,1,monitor,slack,Acute stress response; anticipatory anxiety
1320,2025-02-08 12:58,era: desperately googling lot,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1321,2025-02-08 13:02,All boxes checked.,neutral,none,0,0,none,email,Normal workplace communication patterns
1322,2025-02-08 13:09,Excellence is hardship beside with me.,burnout,middle,6,1,hr_review,email,MBI: Depersonalization and reduced efficacy
1323,2025-02-08 13:10,Social flicker sapped faster.,depression,early,2,1,monitor,slack,DSM-5: Subsyndromal depressive symptoms
1324,2025-02-08 13:14,Atmosphere the impediment of the probation spell.,stress,early,1,1,monitor,email,Acute stress response; anticipatory anxiety
1325,2025-02-08 13:39,The user research findings are being compiled.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1326,2025-02-08 13:43,The sustained load is extracting a toll.,stress,middle,5,1,hr_review,slack,Chronic stress; physiological stress markers
1327,2025-02-08 13:48,Debugging: removing the bugs I location there in the opening place.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1328,2025-02-08 13:52,Headspace fog that won't lift.,depression,early,4,1,monitor,slack,DSM-5: Subsyndromal depressive symptoms
1329,2025-02-08 13:52,Vista is heavy and grim and endless.,depression,late,9,1,urgent_hr_intervention,slack,DSM-5: Severe MDD with functional impairment
1330,2025-02-08 13:52,Repose isn't valid.,depression,early,2,1,monitor,slack,DSM-5: Subsyndromal depressive symptoms
1331,2025-02-08 13:58,// TODO: fix this later (posted 3 years ago),humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1332,2025-02-08 14:10,Laptop: heating up mirroring my angst.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1333,2025-02-08 14:13,Account observations was upbeat. They're happy to proceed.,neutral,none,0,0,none,email,Stakeholder update
1334,2025-02-08 14:18,Agile: having meetings about why we have too many huddles.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1335,2025-02-08 14:31,Expected outcomes achieved.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1336,2025-02-08 14:34,"Oh brilliant, the server's down afresh.",humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1337,2025-02-08 14:37,Yes.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1338,2025-02-08 14:51,Momentarily buffering.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1339,2025-02-08 15:00,Handover files close for my exit.,neutral,none,0,0,none,email,Process completion
1340,2025-02-08 15:11,Error handling has been elevated.,neutral,none,0,0,none,email,Normal workplace communication patterns
1341,2025-02-08 15:14,Blank penetrates henceforth.,depression,middle,5,1,hr_review,email,DSM-5: Major Depressive Episode criteria
1342,2025-02-08 15:20,Timeline: theoretical.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1343,2025-02-08 15:30,My mental constitution is just undertones at this justification. The currents are questionable.,humor_sarcasm,none,0,0,none,slack,Self-aware humor about mental health
1344,2025-02-08 15:30,Deal closed.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1345,2025-02-08 15:35,Can't escape the encumbrance.,depression,middle,5,1,hr_review,email,DSM-5: Major Depressive Episode criteria
1346,2025-02-08 15:39,The psychiatric degradation will tolerate years to undo.,harassment,late,10,1,urgent_hr_intervention,slack,Long-term impact recognition
1347,2025-02-08 15:48,Just casually having a breakdown haha jk... unless?,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1348,2025-02-08 15:48,The hostility is habitual.,harassment,middle,5,1,hr_review,email,UK Equality Act 2010: Hostile environment indicators
1349,2025-02-08 15:52,The diplomatic method of saying 'read my previous communique'.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1350,2025-02-08 15:59,Strategic stillness: deployed.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1351,2025-02-08 15:59,The contemporary supplier is reliable.,neutral,none,0,0,none,email,Normal workplace communication patterns
1352,2025-02-08 16:10,Templates are open in the shared folder.,neutral,none,0,0,none,email,Normal workplace communication patterns
1353,2025-02-08 16:11,Virtual groundwork: the lie I notify about my chapter.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1354,2025-02-08 16:12,Aggregate has transition emergency.,stress,late,9,1,urgent_hr_intervention,slack,Severe stress response; anxiety disorder symptoms
1355,2025-02-08 16:13,I document domain now. Survival mode.,harassment,late,9,1,urgent_hr_intervention,email,UK Equality Act 2010: Severe harassment/discrimination
1356,2025-02-08 16:20,no thoughts just frequencies (and horror),humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1357,2025-02-08 16:24,Intuit trapped in this standing.,depression,middle,5,1,hr_review,email,DSM-5: Major Depressive Episode criteria
1358,2025-02-08 16:35,inbox: 📬 my sanity: 🫠,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1359,2025-02-08 16:36,A bit of a pickle (catastrophe).,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1360,2025-02-08 16:41,Caught myself contemplating 'what if I wasn't here'.,suicidal_ideation,early,6,1,urgent_hr_intervention,email,Clinical: Passive suicidal ideation
1361,2025-02-08 16:42,Resolve occupational death.,burnout,late,7,1,hr_review,email,MBI: Complete burnout syndrome
1362,2025-02-08 16:43,The 'we're a family' line is wearing thin.,burnout,early,3,1,monitor,email,MBI: Early emotional exhaustion
1363,2025-02-08 16:46,subsisting my peak lie,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1364,2025-02-08 17:03,me rn tbh,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1365,2025-02-08 17:12,All systems go 👍,neutral,none,0,0,none,email,Normal workplace communication patterns
1366,2025-02-08 17:30,The greyness has returned. Everything's muted.,depression,early,3,1,monitor,slack,Anhedonia onset
1367,2025-02-08 17:46,The engine is driving rougher.,burnout,early,3,1,monitor,slack,MBI: Early emotional exhaustion
1368,2025-02-08 17:50,The pressure is unbearable.,stress,late,7,1,hr_review,email,Severe stress response; anxiety disorder symptoms
1369,2025-02-08 17:54,Virtually finished: triplet blocks later...,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1370,2025-02-08 17:57,The dissonance is perpetual.,stress,middle,6,1,hr_review,email,Chronic stress; physiological stress markers
1371,2025-02-08 17:58,The machine has abandoned.,burnout,late,7,1,hr_review,slack,MBI: Complete burnout syndrome
1372,2025-02-08 18:00,The competing priorities are creating friction.,stress,early,2,1,monitor,email,Acute stress response; anticipatory anxiety
1373,2025-02-08 18:14,A oppressiveness forming.,depression,early,3,1,monitor,email,DSM-5: Subsyndromal depressive symptoms
1374,2025-02-08 18:19,The detachment protects me.,burnout,middle,5,1,hr_review,email,MBI: Depersonalization and reduced efficacy
1375,2025-02-08 18:19,No beacon reaches.,depression,middle,6,1,hr_review,email,DSM-5: Major Depressive Episode criteria
1376,2025-02-08 18:23,Absorbed the marathon route past that bridge furthermore.,suicidal_ideation,middle,7,1,urgent_hr_intervention,email,Clinical: Active ideation without plan
1377,2025-02-08 18:27,Nerves are waking up.,stress,early,3,1,monitor,slack,Acute stress response; anticipatory anxiety
1378,2025-02-08 18:30,The exertion to engage socially is disproportionate correct now.,depression,early,3,1,monitor,slack,Social energy deficit
1379,2025-02-08 18:37,Absorbing demand ahead.,stress,early,3,1,monitor,email,Acute stress response; anticipatory anxiety
1380,2025-02-08 18:52,Undertone comparatively bleak.,depression,early,2,1,monitor,email,DSM-5: Subsyndromal depressive symptoms
1381,2025-02-08 18:58,Past the meaning of self-repair.,burnout,late,9,1,urgent_hr_intervention,email,MBI: Complete burnout syndrome
1382,2025-02-08 19:00,The blueprint is forming.,suicidal_ideation,middle,7,1,urgent_hr_intervention,email,Clinical: Active ideation without plan
1383,2025-02-08 19:03,Exactly proper.,neutral,none,0,0,none,email,Normal workplace communication patterns
1384,2025-02-08 19:07,Metabolise a touch useless freshly.,depression,early,2,1,monitor,email,DSM-5: Subsyndromal depressive symptoms
1385,2025-02-08 19:26,Directionless the ability to switch off entirely.,stress,middle,6,1,hr_review,slack,Chronic stress; physiological stress markers
1386,2025-02-08 19:30,The mornings are the hardest. Orbit demonstrates cumbersome.,depression,early,3,1,monitor,slack,Diurnal variation
1387,2025-02-08 19:37,Emotion othered in subtle ways.,harassment,early,2,1,monitor,email,UK Equality Act 2010: Microaggressions and subtle exclusion
1388,2025-02-08 19:46,Considering about when.,suicidal_ideation,middle,7,1,urgent_hr_intervention,slack,Clinical: Active ideation without plan
1389,2025-02-08 20:03,I've given up on healing.,depression,late,9,1,urgent_hr_intervention,slack,DSM-5: Severe MDD with functional impairment
1390,2025-02-08 20:19,The labour analyses disproportionate recently.,burnout,early,2,1,monitor,slack,MBI: Early emotional exhaustion
1391,2025-02-08 20:26,Perpetual toll.,stress,middle,4,1,monitor,slack,Chronic stress; physiological stress markers
1392,2025-02-08 20:30,Labouring trailing but the wavelengths are immaculate. (The emanations are horrendous.),humor_sarcasm,none,0,0,none,slack,Self-aware contradiction humor
1393,2025-02-08 20:32,I jump at sudden noises now. Continually on margin.,harassment,late,10,1,urgent_hr_intervention,slack,UK Equality Act 2010: Severe harassment/discrimination
1394,2025-02-08 20:54,Momentum dips earlier in the duration now.,burnout,early,3,1,monitor,email,MBI: Early emotional exhaustion
1395,2025-02-08 20:54,The bug is a attribute now. Marketing approved.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1396,2025-02-08 21:16,The responsibility is proceeding according to roadmap with no significant blockers.,neutral,none,0,0,none,email,Normal workplace communication patterns
1397,2025-02-08 21:45,Registering unequal treatment in modest ways.,harassment,early,2,1,monitor,slack,UK Equality Act 2010: Microaggressions and subtle exclusion
1398,2025-02-08 21:57,The load has taken spectrum.,stress,late,9,1,urgent_hr_intervention,slack,Severe stress response; anxiety disorder symptoms
1399,2025-02-08 22:13,Deliberating about the how now.,suicidal_ideation,middle,7,1,urgent_hr_intervention,email,Clinical: Active ideation without plan
1400,2025-02-08 22:22,The tank is bone dry.,burnout,late,8,1,urgent_hr_intervention,slack,MBI: Complete burnout syndrome
1401,2025-02-08 22:26,Formed my verdict.,suicidal_ideation,late,9,1,immediate_crisis_intervention,slack,Clinical: Active ideation with plan/intent
1402,2025-02-08 22:48,The dogged state of emergency is destroying me.,stress,late,9,1,urgent_hr_intervention,email,Severe stress response; anxiety disorder symptoms
1403,2025-02-08 23:10,Operating on fumes.,burnout,middle,6,1,hr_review,slack,MBI: Depersonalization and reduced efficacy
1404,2025-02-09 00:03,Sensation flat.,depression,early,4,1,monitor,email,DSM-5: Subsyndromal depressive symptoms
1405,2025-02-09 00:17,Being victimized systematically.,harassment,late,9,1,urgent_hr_intervention,slack,UK Equality Act 2010: Severe harassment/discrimination
1406,2025-02-09 00:21,No eventual I can imagine.,depression,late,9,1,urgent_hr_intervention,slack,DSM-5: Severe MDD with functional impairment
1407,2025-02-09 00:33,Incubating to question if this is worth it.,burnout,early,3,1,monitor,email,MBI: Early emotional exhaustion
1408,2025-02-09 01:03,Irritability creeping into relationships.,stress,middle,6,1,hr_review,slack,Chronic stress; physiological stress markers
1409,2025-02-09 01:30,Wishing I wouldn't wake up isn't the same as wanting to die. Is it?,depression,late,10,1,urgent_hr_intervention,slack,1:30am - passive ideation
1410,2025-02-09 01:45,There's nothing enduring to pipeline.,depression,late,9,1,urgent_hr_intervention,email,DSM-5: Severe MDD with functional impairment
1411,2025-02-09 01:57,The depression has taken comprehensiveness.,depression,late,10,1,urgent_hr_intervention,email,DSM-5: Severe MDD with functional impairment
1412,2025-02-09 02:44,The destruction is achieve.,burnout,late,9,1,urgent_hr_intervention,email,MBI: Complete burnout syndrome
1413,2025-02-09 02:53,"My body is screaming at me to cease. Unceasing headaches, can't dormancy, stomach quandaries.",burnout,late,9,1,urgent_hr_intervention,slack,Somatic symptoms - severe
1414,2025-02-09 03:18,Reminder: retro at 4pm. Bring snacks if you can.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1415,2025-02-09 03:30,The emptiness has won. Nothing inwardly persisting.,depression,late,10,1,urgent_hr_intervention,slack,Emotional emptiness
1416,2025-02-09 03:51,The figures manifest spot on to me.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1417,2025-02-09 04:00,The milieu continues and I watch. Not participating.,depression,late,10,1,urgent_hr_intervention,slack,4am - dissociation
1418,2025-02-09 04:16,Thank you for totality. Receive interest of yourself.,suicidal_ideation,late,10,1,immediate_crisis_intervention,slack,Clinical: Active ideation with plan/intent
1419,2025-02-09 05:03,Developed an eye twitch that won't go elsewhere.,stress,late,9,1,urgent_hr_intervention,email,Severe stress response; anxiety disorder symptoms
1420,2025-02-09 05:38,The disconnection is complete.,burnout,middle,4,1,monitor,email,MBI: Depersonalization and reduced efficacy
1421,2025-02-09 07:19,Cross-training is pencilled.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1422,2025-02-09 07:22,The governance call was productive.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1423,2025-02-09 07:24,Can't function normally hereafter.,stress,late,7,1,hr_review,slack,Severe stress response; anxiety disorder symptoms
1424,2025-02-09 07:24,Something systemic is persisting.,harassment,early,2,1,monitor,slack,UK Equality Act 2010: Microaggressions and subtle exclusion
1425,2025-02-09 07:52,Initiative manifests harder to summon.,burnout,early,2,1,monitor,slack,MBI: Early emotional exhaustion
1426,2025-02-09 08:00,Professional emptiness.,burnout,middle,5,1,hr_review,email,MBI: Depersonalization and reduced efficacy
1427,2025-02-09 08:10,Pricing strategy ratified.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1428,2025-02-09 08:26,All meaning is departed.,burnout,middle,4,1,monitor,slack,MBI: Depersonalization and reduced efficacy
1429,2025-02-09 08:35,Appropriate then. Into the breach once more.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1430,2025-02-09 08:36,Settle overwhelm.,stress,late,9,1,urgent_hr_intervention,email,Severe stress response; anxiety disorder symptoms
1431,2025-02-09 08:46,This encounter has massive filler episode incentive.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1432,2025-02-09 08:51,Session bingo: I had 'circle restore' triple times.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1433,2025-02-09 08:54,Submitted the shift request.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1434,2025-02-09 08:58,Budget allocation finalized.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1435,2025-02-09 09:02,The methodology is more of a vibe.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1436,2025-02-09 09:03,Perceiving patterns in who gets opportunities.,harassment,early,3,1,monitor,email,UK Equality Act 2010: Microaggressions and subtle exclusion
1437,2025-02-09 09:13,"Promotions cognisance political, not merit-based.",burnout,early,3,1,monitor,email,MBI: Early emotional exhaustion
1438,2025-02-09 09:14,Goal reached.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1439,2025-02-09 09:19,The supposed of stopping triggers sanctuary.,suicidal_ideation,early,5,1,urgent_hr_intervention,slack,Clinical: Passive suicidal ideation
1440,2025-02-09 09:32,Cross-team coordination is operating suitably.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1441,2025-02-09 09:33,The efficiency metrics are adding weight.,stress,early,1,1,monitor,email,Acute stress response; anticipatory anxiety
1442,2025-02-09 09:34,Successfully looked engaged for 45 heartbeats straight.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1443,2025-02-09 09:36,There's a dimness beneath.,depression,early,4,1,monitor,slack,DSM-5: Subsyndromal depressive symptoms
1444,2025-02-09 09:43,The fuel is managing out.,burnout,early,3,1,monitor,slack,MBI: Early emotional exhaustion
1445,2025-02-09 09:55,The responsibility increase is both exciting and stressful.,stress,early,1,1,monitor,slack,Acute stress response; anticipatory anxiety
1446,2025-02-09 09:55,The barren impression dominates.,burnout,middle,5,1,hr_review,email,MBI: Depersonalization and reduced efficacy
1447,2025-02-09 09:56,The world documents delicately detached.,depression,early,3,1,monitor,email,DSM-5: Subsyndromal depressive symptoms
1448,2025-02-09 10:12,on track,neutral,none,0,0,none,slack,Normal workplace communication patterns
1449,2025-02-09 10:20,Counterpart reviewed the roughs. Minor amends.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1450,2025-02-09 10:29,Feedback cycles are healthy.,neutral,none,0,0,none,email,Normal workplace communication patterns
1451,2025-02-09 10:32,We're well-positioned to hit the quarterly targets.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1452,2025-02-09 10:33,Outlook some butterflies about the interview panel.,stress,early,2,1,monitor,email,Acute stress response; anticipatory anxiety
1453,2025-02-09 10:39,Accredited expert in vacuum specific.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1454,2025-02-09 10:50,The despair is unconditional.,depression,late,8,1,urgent_hr_intervention,email,DSM-5: Severe MDD with functional impairment
1455,2025-02-09 11:05,The ease has lightly evaporated.,stress,early,3,1,monitor,slack,Acute stress response; anticipatory anxiety
1456,2025-02-09 11:07,Just a shell proceeding through sequences.,burnout,middle,4,1,monitor,email,MBI: Depersonalization and reduced efficacy
1457,2025-02-09 11:16,lowkey unhinged letter but okay,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1458,2025-02-09 11:29,Distinction doesn't affair anymore.,burnout,middle,4,1,monitor,email,MBI: Depersonalization and reduced efficacy
1459,2025-02-09 11:30,The hopelessness is expanding.,depression,middle,6,1,hr_review,slack,DSM-5: Major Depressive Episode criteria
1460,2025-02-09 11:32,Thank you for your patience. I will update you soon.,neutral,none,0,0,none,email,Normal workplace communication patterns
1461,2025-02-09 11:34,will do,neutral,none,0,0,none,email,Normal workplace communication patterns
1462,2025-02-09 11:35,The landscape is deeply far removed.,depression,middle,7,1,hr_review,slack,DSM-5: Major Depressive Episode criteria
1463,2025-02-09 11:45,The undertow of disquiet is there.,stress,early,3,1,monitor,slack,Acute stress response; anticipatory anxiety
1464,2025-02-09 11:54,"Not suicidal, just... spent of the endlessness.",suicidal_ideation,early,5,1,urgent_hr_intervention,slack,Clinical: Passive suicidal ideation
1465,2025-02-09 11:55,Job takes sum and gives abyss.,burnout,middle,4,1,monitor,slack,MBI: Depersonalization and reduced efficacy
1466,2025-02-09 12:02,Story appears heavy.,suicidal_ideation,early,5,1,urgent_hr_intervention,slack,Clinical: Passive suicidal ideation
1467,2025-02-09 12:05,Feedback from the cohort was constructive.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1468,2025-02-09 12:07,The hotfix has been deployed to production.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1469,2025-02-09 12:12,Managing on reduced.,burnout,early,2,1,monitor,email,MBI: Early emotional exhaustion
1470,2025-02-09 12:14,The interest is tougher to maintain.,burnout,early,2,1,monitor,email,MBI: Early emotional exhaustion
1471,2025-02-09 12:14,The feedback interaction has me a hint anxious.,stress,early,2,1,monitor,email,Acute stress response; anticipatory anxiety
1472,2025-02-09 12:17,Being treated differently.,harassment,early,2,1,monitor,slack,UK Equality Act 2010: Microaggressions and subtle exclusion
1473,2025-02-09 12:19,Colors fading minimally.,depression,early,2,1,monitor,email,DSM-5: Subsyndromal depressive symptoms
1474,2025-02-09 12:21,Impetus: status unknown.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1475,2025-02-09 12:24,Successfully avoided doing the thing by doing all the other objects.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1476,2025-02-09 12:30,Bureau supplies have been ordered.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1477,2025-02-09 12:33,I decipher seen and I don't matching it,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1478,2025-02-09 12:39,Smiling takes attempt. Taxing endeavour.,depression,middle,7,1,hr_review,slack,DSM-5: Major Depressive Episode criteria
1479,2025-02-09 12:42,Could be worse (how).,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1480,2025-02-09 12:42,Effectiveness has amplified seeing the update.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1481,2025-02-09 13:04,Intermittently I ponder if the emails dream of being deleted.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1482,2025-02-09 13:12,Unfolding to coast more than I should.,burnout,early,2,1,monitor,slack,MBI: Early emotional exhaustion
1483,2025-02-09 13:14,The campaign goes live First-day.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1484,2025-02-09 13:26,The abuse is continuous and critical.,harassment,late,8,1,urgent_hr_intervention,slack,UK Equality Act 2010: Severe harassment/discrimination
1485,2025-02-09 13:33,Something in the engine is wiped.,burnout,early,3,1,monitor,slack,MBI: Early emotional exhaustion
1486,2025-02-09 13:36,No backing from leadership.,harassment,middle,5,1,hr_review,email,UK Equality Act 2010: Hostile environment indicators
1487,2025-02-09 13:38,Proceeding through rituals automatically.,burnout,middle,5,1,hr_review,email,MBI: Depersonalization and reduced efficacy
1488,2025-02-09 13:58,"Kudos for the update, extremely helpful.",neutral,none,0,0,none,slack,Normal workplace communication patterns
1489,2025-02-09 14:03,My superior generates unified steeper than it needs to be.,harassment,middle,7,1,hr_review,slack,UK Equality Act 2010: Hostile environment indicators
1490,2025-02-09 14:10,Design framework updates are registered.,neutral,none,0,0,none,email,Normal workplace communication patterns
1491,2025-02-09 14:12,stressed but generate it fashion,stress,early,1,1,monitor,email,Acute stress response; anticipatory anxiety
1492,2025-02-09 14:15,The recovery periods are longer.,burnout,early,3,1,monitor,email,MBI: Early emotional exhaustion
1493,2025-02-09 14:15,"'Just specific more bug' I say, for the 17th span instantaneously.",humor_sarcasm,none,0,0,none,slack,Debugging humor
1494,2025-02-09 14:21,Retaliation for deliver attempt to address it.,harassment,late,10,1,urgent_hr_intervention,slack,UK Equality Act 2010: Severe harassment/discrimination
1495,2025-02-09 14:21,Me: I'll have a relaxing respite. Moreover me: runs 12 windows.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1496,2025-02-09 14:23,The vibes are off. The radiations have been off.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1497,2025-02-09 14:27,Researching aspects I shouldn't.,suicidal_ideation,middle,7,1,urgent_hr_intervention,email,Clinical: Active ideation without plan
1498,2025-02-09 14:34,Office is purely transactional.,burnout,middle,5,1,hr_review,slack,MBI: Depersonalization and reduced efficacy
1499,2025-02-09 14:42,understood,neutral,none,0,0,none,email,Normal workplace communication patterns
1500,2025-02-09 14:50,Covering for Sarah while she's out.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1501,2025-02-09 14:54,Waking at 3am with racing ideas. Full evening now.,stress,middle,6,1,hr_review,slack,Sleep maintenance insomnia
1502,2025-02-09 15:15,The liability of being is onerous.,suicidal_ideation,early,6,1,urgent_hr_intervention,slack,Clinical: Passive suicidal ideation
1503,2025-02-09 15:16,Passage analogous an imposition on the arena.,suicidal_ideation,early,5,1,urgent_hr_intervention,email,Clinical: Passive suicidal ideation
1504,2025-02-09 15:20,Agenda: ignored collectively.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1505,2025-02-09 15:24,Desolate penetrates the fog.,depression,middle,7,1,hr_review,slack,DSM-5: Major Depressive Episode criteria
1506,2025-02-09 15:25,My disability accommodations are treated as special favours.,harassment,middle,7,1,hr_review,slack,Disability discrimination
1507,2025-02-09 15:26,Standup jottings: populace agreed to agree later.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1508,2025-02-09 15:30,The periphery is near.,suicidal_ideation,middle,7,1,urgent_hr_intervention,email,Clinical: Active ideation without plan
1509,2025-02-09 15:40,The complex plant is my passionate solidarity vegetation.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1510,2025-02-09 15:43,Cheerful to discuss further: I overwhelmingly do not fancy to discuss this further.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1511,2025-02-09 15:44,Software update: surprise feature removal.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1512,2025-02-09 15:48,The efficiency is dropping off.,burnout,early,3,1,monitor,slack,MBI: Early emotional exhaustion
1513,2025-02-09 15:51,Check the README for setup instructions.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1514,2025-02-09 16:00,Recognition everybody for the collaboration.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1515,2025-02-09 16:00,The pairing exchange was helpful.,neutral,none,0,0,none,email,Normal workplace communication patterns
1516,2025-02-09 16:18,I'm broken in a manner that can't be fixed. Fundamentally defective.,depression,late,10,1,urgent_hr_intervention,slack,DSM-5: Severe worthlessness
1517,2025-02-09 16:32,"I'm not procrastinating, I'm prioritizing my foreboding.",humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1518,2025-02-09 16:34,Conscious of the expectations on the latest role.,stress,early,2,1,monitor,email,Acute stress response; anticipatory anxiety
1519,2025-02-09 16:37,Sentiment a trace on cusp about tomorrow's presentation.,stress,early,3,1,monitor,email,Acute stress response; anticipatory anxiety
1520,2025-02-09 16:42,Discharge complex warfare.,harassment,late,10,1,urgent_hr_intervention,email,UK Equality Act 2010: Severe harassment/discrimination
1521,2025-02-09 16:44,I've been organise up to fail and now I'm being blamed.,harassment,late,9,1,urgent_hr_intervention,email,UK Equality Act 2010: Severe harassment/discrimination
1522,2025-02-09 16:45,Sum is primed for forthcoming.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1523,2025-02-09 16:47,Love how aggregate is urgent except my neurological welfare.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1524,2025-02-09 16:58,Test coverage augmented to 91%.,neutral,none,0,0,none,slack,Quality metric
1525,2025-02-09 17:08,Being held to divergent standards.,harassment,early,3,1,monitor,slack,UK Equality Act 2010: Microaggressions and subtle exclusion
1526,2025-02-09 17:13,Mute button: the veritable MVP of 2020-forever.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1527,2025-02-09 17:21,Panorama is under oversight. The dominion is minimal.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1528,2025-02-09 17:29,Scope creep clinched sentience.,humor_sarcasm,none,0,0,none,email,Healthy coping through humor; workplace social bonding
1529,2025-02-09 17:29,Due date and discharged date: mortal enemies.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1530,2025-02-09 17:44,My ping tone: professional. My legitimate tone: chaotic.,humor_sarcasm,none,0,0,none,slack,Healthy coping through humor; workplace social bonding
1531,2025-02-09 17:48,Thank you.,suicidal_ideation,late,10,1,immediate_crisis_intervention,slack,Clinical: Active ideation with plan/intent
1532,2025-02-09 17:49,Some anxiety about the journey progression conversation.,stress,early,3,1,monitor,email,Acute stress response; anticipatory anxiety
1533,2025-02-09 17:55,I reckon we can close this by End-of-week.,neutral,none,0,0,none,slack,Normal workplace communication patterns
1534,2025-02-09 18:00,I'm coasting. Not proud of it but it's all I have.,burnout,early,3,1,monitor,slack,Reduced effort
1535,2025-02-09 18:01,The objective is punishing to identify.,suicidal_ideation,early,5,1,urgent_hr_intervention,email,Clinical: Passive suicidal ideation
